Title;Excerpt;Tags;Team;Projekt-URL
Der Seeigel Echinocorys als Modellorganismus zur Untersuchung von fossilen Parasit/Wirt-Systemen;Der Seeigel Echinocorys diente als Wirt zahlreicher Parasiten aus ganz unterschiedlichen Organismengruppen. Er eignet sich daher besonders gut zur Untersuchung der Evolution von symbiontischen Beziehungen.;Zentrum für Integrative Biodiversitätsentdeckung, Evolutionäre Diversitätsdynamik, Evolutionäre Morphologie, Forschung, Morphologie, Evolution, Fossilien;Dr. Christian Neumann;https://www.museumfuernaturkunde.berlin/de/forschung/der-seeigel-echinocorys-als-modellorganismus-zur-untersuchung-von-fossilen-parasit/wirt
Wissenschaftliche und kulturhistorische Bedeutung der ornithologischen Sammlung des MfN;Archivrecherche zur Erschließung der historischen Präparate für aktuelle Forschungen;FB2 Zukunft der Sammlung, Forschung, Forschungsinfrastruktur, Transfer, Sammlungsmanagement, Wissenstransfer, Wissenschaftsdatenmanagement, Sammlung;Dr. Sylke Frahnert;https://www.museumfuernaturkunde.berlin/de/forschung/wissenschaftliche-und-kulturhistorische-bedeutung-der-ornithologischen-sammlung-des-mfn
Paläobiologie und Systematik jurassischer Sauropoden;Meine Forschungsarbeiten beinhalten Aspekte der funktionellen Morphologie, Paläoökologie und Systematik von Sauropoden aus dem Jura, um ein umfassenderes Bild der Paläobiologie dieser Dinosaurier innerhalb ihrer Ökosysteme zu erhalten.;FB1 Dynamik der Natur, Evolutionäre Morphologie, Forschung, Morphologie, Sammlung, Evolution, Fossilien;Dr. Daniela Schwarz;https://www.museumfuernaturkunde.berlin/de/forschung/palaeobiologie-und-systematik-jurassischer-sauropoden
Paläontologische Forschung am Skelett von Tyrannosaurus rex Tristan Otto;Tyrannosaurus rex ist einer der größten Raubdinosaurier und wohl der berühmteste Dinosaurier überhaupt. Ein Skelett des T. rex „Tristan Otto“ ermöglicht neue Forschungsansätze zur Paläobiologie von Tyrannosaurus.;FB1 Dynamik der Natur, Evolutionäre Morphologie, Forschung, Morphologie, Fossilien, Kooperation;Dr. Daniela Schwarz;https://www.museumfuernaturkunde.berlin/de/forschung/palaeontologische-forschung-am-skelett-von-tyrannosaurus-rex-tristan-otto
Paläopathologie;Viele Krankheiten bilden sich auch auf den Knochen ab. So kann die Paläopathologie mit medizinischen Methoden und Techniken auch Krankheitsspuren an fossilen Skelettelementen diagnostizieren und interpretieren.;FB1 Dynamik der Natur, Evolutionäre Morphologie, Forschung, Morphologie, Sammlung, Fossilien;Dr. Daniela Schwarz, PD Dr. Florian Witzmann;https://www.museumfuernaturkunde.berlin/de/forschung/palaeopathologie
Marine Säugetiere;Sekundär an das Wasserleben adaptierte Säugetiere entwickelten im Laufe ihrer Evolution für sie notwendige Charakteristika, um in diesem spezifischen Lebensraum überleben zu können.;FB1 Dynamik der Natur, Evolutionäre Morphologie, Forschung, Morphologie, Säugetiere, Biodiversität, Evolution;;https://www.museumfuernaturkunde.berlin/de/forschung/marine-saeugetiere
Haie des Erdaltertums;Die Gewässer des Paläozoikums beherbergten eine Vielzahl recht eigentümlicher Vertreter der Haie von sehr spezialisierter Gestalt, die später nachkommenlos ausstarben.;FB1 Dynamik der Natur, Evolutionäre Morphologie, Forschung, Morphologie, Evolution, Fossilien;;https://www.museumfuernaturkunde.berlin/de/forschung/haie-des-erdaltertums
Fossile Spinnentiere;Untersuchen der Ursprung und Evolution der Spinnentiere und ihre Verwandter durch den Vergleich hervorragender erhaltene Fossilen mit der Morphologie lebende Tiere.;FB1 Dynamik der Natur, Evolutionäre Morphologie, Forschung, Morphologie, Datenbank, Biodiversität, Evolution, Fossilien;Dr. Jason Dunlop;https://www.museumfuernaturkunde.berlin/de/forschung/fossile-spinnentiere
Frühere und heutige Einflüsse auf das Aussterberisiko von Amphibien;Bestimmte Eigenschaften beeinflussen das Aussterberisiko einer Art heute – wie aber war es früher? Lässt sich der Fossilbericht auf rezente Arten anwenden, um deren Bedürfnisse besser zu verstehen?;FB1 Dynamik der Natur, Forschung, Amphibien, Artensterben, Fossilien;PD Dr. Mark-Oliver Rödel;https://www.museumfuernaturkunde.berlin/de/forschung/fruehere-und-heutige-einfluesse-auf-das-aussterberisiko-von-amphibien
Form, Funktion und Evolution der hypercarnivoren Gorgonopsia mittels bildgebender 3D-Technologien;In meiner Doktorarbeit erforsche ich mittels neuartiger bildgebender Verfahren die Schädelbiomechanik sowie die Skelettmorphologie der fossilen Klade Gorgonopsia, Topprädatoren des späten Perm.;FB1 Dynamik der Natur, Evolutionäre Diversitätsdynamik, Forschung, Digitalisierung, Evolution, Fossilien;Eva-Maria Bendel, Prof. Dr. Jörg Fröbisch;https://www.museumfuernaturkunde.berlin/de/forschung/form-funktion-und-evolution-der-hypercarnivoren-gorgonopsia-mittels-bildgebender-3d
Biodiversität auf der Überholspur – das Indobiosys-Projekt;Etablierung eines standardisierten und nachhaltigen Workflows zur schnelleren Biodiversitätsentdeckung in wenig erforschten, artenreichen Regionen;Zentrum für Integrative Biodiversitätsentdeckung, Forschung, Transfer, Wissenstransfer, Artenschutz, Biodiversität, Kooperation;Dr. Johannes Frisch, Dr. Christoph Häuser, Dr. Wolfram Mey, Bernhard Schurian, Dr. Kristina von Rintelen, Dr. Thomas von Rintelen;https://www.museumfuernaturkunde.berlin/de/forschung/biodiversitaet-auf-der-ueberholspur-das-indobiosys-projekt
Einfluss zunehmender Urbanität und Landwirtschaft auf die Morphologie von Amphibien;Ich untersuche potentielle Merkmalsveränderungen als Indikator für die Anpassung von Fröschen an veränderte Umweltbedingungen entlang raumzeitlicher Gradienten in Berlin-Brandenburg.;Evolutionäre Diversitätsdynamik, Forschung, Morphologie, Amphibien, Biodiversität, Evolution;PD Dr. Mark-Oliver Rödel;https://www.museumfuernaturkunde.berlin/de/forschung/einfluss-zunehmender-urbanitaet-und-landwirtschaft-auf-die-morphologie-von-amphibien
Gene und Umwelt - Lebenslaufstrategien von europäischen Grasfröschen;In meiner Doktorarbeit betrachte ich die Verhaltens- und Evolutionsökologie des Europäischen Grasfrosches (Rana temporaria), wobei der Fokus auf verschiedenen Lebenslaufstrategien liegt.;FB1 Dynamik der Natur, Evolutionäre Diversitätsdynamik, Forschung, Amphibien, Genetik;PD Dr. Mark-Oliver Rödel;https://www.museumfuernaturkunde.berlin/de/forschung/gene-und-umwelt-lebenslaufstrategien-von-europaeischen-grasfroeschen
SustainCBW;SustainCBW analysiert und kommuniziert Synergien und Zielkonflikte zwischen drei UN Abkommen: Nachhaltigkeitsziele (SDGs), 2-Grad-Ziel der Klimarahmenkonvention und Aichi-Biodiversitäts-Ziele.;FB3 Gesellschaft und Natur, Social Innovation Unit, Forschung, Transfer, Politik, Wissenstransfer, Wissenschaftskommunikation, Artenschutz, Artensterben, Biodiversität, Gesellschaft;Dr. Nike Sommerwerk;https://www.museumfuernaturkunde.berlin/de/forschung/sustaincbw
GEOEssential;GEOessential ist ein Horizon 2020 – ERA-Planet  Projekt, das sich mit der Notwendigkeit vertrauenswürdiger Daten- und Informationsquellen befasst, um die Fortschritte bei politisch vereinbarten Umweltzielen zu überwachen.;FB3 Gesellschaft und Natur, Social Innovation Unit, Forschung, Forschungsinfrastruktur, Transfer, Datenbank, Wissenstransfer, Wissenschaftsdatenmanagement, Geowissenschaften;Dr. Christoph Häuser;https://www.museumfuernaturkunde.berlin/de/forschung/geoessential
Was grünt denn da? – Frühe Landpflanzen in Mitteleuropa;Eine Vielzahl von pflanzenfossilreichen Aufschlüssen in der Eifel und in den Ardennen macht es möglich, die Entwicklung der Pflanzen im höheren Unterdevon nachzuvollziehen. Die Eifel stellt gleichsam einen „Hot Spot“ in der Landpflanzenentwicklung dar.;Zentrum für Integrative Biodiversitätsentdeckung, Forschung, Morphologie, Sammlung, Biodiversität, Evolution, Fossilien;Dr. Stephan Schultka;https://www.museumfuernaturkunde.berlin/de/forschung/was-gruent-denn-da-fruehe-landpflanzen-mitteleuropa
Geschichtenzelt;Teilen Sie Ihre Eindrücke zum Museum für Naturkunde mit anderen Besucherinnen und Besuchern;;;https://www.museumfuernaturkunde.berlin/de/forschung/geschichtenzelt
Amphibien taskforce;Ein Citizen Science Projekt zur kontinuierlichen und individuellen Erfassung von Feuersalamandern;FB1 Dynamik der Natur, Evolutionäre Diversitätsdynamik, Forschung, Amphibien, Artenschutz, Biodiversität, Open Science;;https://www.museumfuernaturkunde.berlin/de/forschung/amphibien-taskforce
Evolution in der Savanne;Unsere Forscher untersuchen nun Koexistenz einhergehend mit Konkurrenz am Beispiel afrikanischer Antilopen.;FB1 Dynamik der Natur, Evolutionäre Morphologie, Forschung, Morphologie, Datenbank, Säugetiere, Biodiversität, Evolution, Fossilien, Klimawandel;Faysal Bibi;https://www.museumfuernaturkunde.berlin/de/forschung/evolution-der-savanne
Mediasphere For Nature;Die Mediasphere For Nature ist das Applikationslabor für digitale Medien am Museum für Naturkunde Berlin. Im Mittelpunkt steht für uns die Beantwortung der Frage, wie digitale Medien des Museums nachhaltig geteilt und genutzt werden können. Für Wissenstransfer, Austausch & Innovation.;FB2 Zukunft der Sammlung, Forschung, Forschungsinfrastruktur, Transfer, Öffnung des Museums, Datenbank, Wissenstransfer, Sammlung, Gesellschaft, Kooperation;;https://www.museumfuernaturkunde.berlin/de/forschung/mediasphere-nature
Bürgerforschung erforschen;Kreativität, wissenschaftliche Kompetenz und Innovation: Ein am Museum für Naturkunde Berlin koordiniertes Programm etabliert Bürgerwissenschaften im europäischen Forschungsraum.;FB3 Gesellschaft und Natur, Social Innovation Unit, Forschung, Transfer, Wissenstransfer, Bürgerwissenschaften, Gesellschaft;;https://www.museumfuernaturkunde.berlin/de/forschung/buergerforschung-erforschen
Naturblick - Stadtnatur entdecken;Grüne Städte bieten Raum für Erlebnis, Erholung und Begegnung. Doch erst ein bewusster Zugang zur Natur in der Stadt ermöglicht, sie zu schätzen und zu fördern. Im Projekt Stadtnatur entdecken tragen wir zur Stärkung der Aufmerksamkeit für Natur in der Stadt bei und vermitteln Umweltbildung digital.;FB3 Gesellschaft und Natur, Social Innovation Unit, Forschung, Transfer, Öffnung des Museums, Wissenstransfer, Artenschutz, Biodiversität, Bürgerwissenschaften, Gesellschaft;Susan Karlebowski, Johannes Ebbighausen, Mario Lasseck, Ulrike Sturm, Martin Tscholl;https://www.museumfuernaturkunde.berlin/de/forschung/naturblick-stadtnatur-entdecken
Ein Geschmack der Zukunft der Meere;Projekt im Rahmen des Wissenschaftsjahres 2016*17;Ausstellung, Transfer, Öffnung des Museums, Politik, Wissenstransfer, Wissenschaftskommunikation, Artenschutz, Biodiversität, Bürgerwissenschaften, Gesellschaft;Dr. Alexandra Moormann;https://www.museumfuernaturkunde.berlin/de/forschung/ein-geschmack-der-zukunft-der-meere
Besucherpartizipation im Museum für Naturkunde;"Das Drittmittelprojekt „Besucherpartizipation im Museum für Naturkunde"" untersucht und entwickelt partizipative Prozesse und Werkzeug unter Einbindung verschiedener Anspruchsgruppen.";Ausstellung, Transfer, Öffnung des Museums, Wissenstransfer, Wissenschaftskommunikation, Bürgerwissenschaften, Open Science, Gesellschaft;Astrid Faber, Dr. Alexandra Moormann;https://www.museumfuernaturkunde.berlin/de/forschung/besucherpartizipation-im-museum-fuer-naturkunde
GenomELECTION;Das partizipative Teilprojekt des Verbundprojekt GenomELECTION am Museum für Naturkunde Berlin fragt nach der Wahrnehmung neuster gentechnologischer Verfahren und testet unterschiedliche Formate.;FB3 Gesellschaft und Natur, Social Innovation Unit, Forschung, Transfer, Genomik, Morphologie, Politik, Wissenstransfer, Wissenschaftskommunikation, Gesellschaft, Genetik;Julia Diekämper, Dr. Alexandra Moormann;https://www.museumfuernaturkunde.berlin/de/forschung/genomelection
Marine Wirbellose;"Die Sammlung ""Marine Wirbellose"" am Museum für Naturkunde Berlin vereint 12 Großgruppen des Tierreichs und besteht aus 47.000 Sammlungseinheiten.";;Kristine Kämpf, Antje Schwiering;https://www.museumfuernaturkunde.berlin/de/forschung/marine-wirbellose
Fossile Kopffüßer und fossile Korallen;Fossile Kopffüßer sind mit 150.000 Objekten und fossile Korallen mit 10.000 Objekten in den Sammlungen des Museums für Naturkunde Berlin vertreten.;FB2 Zukunft der Sammlung, Sammlung, Evolution, Fossilien;Dr. David Ware, Andreas Abele-Rassuly, Dr. Dieter Korn;https://www.museumfuernaturkunde.berlin/de/forschung/fossile-kopffuesser-und-fossile-korallen
Archiv;Das Archiv des Museums für Naturkunde Berlin ist mit seinen historischen Bild- und Schriftgutsammlungen eines der weltweit bedeutendsten Archive zur Geschichte der Naturwissenschaften mit dem Schwerpunkt Biologie.;FB2 Zukunft der Sammlung, Forschung, Transfer, Datenbank, Wissenstransfer, Wissenschaftskommunikation, Sammlung, Digitalisierung;Mandy Ullmann, Sophia Gräfe;https://www.museumfuernaturkunde.berlin/de/forschung/archiv
Neotropische Fledermäuse in fragmentierten Habitaten;Habitatfragmentierung führt zu globalem Verlust von Biodiversität und gefährdet die Funktionalität von Ökosystem. Hierbei sind die artenreichen Tropen besonders stark betroffen. Studien zu dieser Problematik beschäftigten sich bisher vorwiegend mit bodenlebenden, in ihrer Mobilität eingeschränkten Arten. Hochmobilen Tieren wie Vögeln und Fledermäusen kam bisher vergleichsweise wenig Aufmerksamkeit zu.;Evolutionäre Diversitätsdynamik, Forschung, Säugetiere, Artenschutz, Biodiversität, Evolution;PD Dr. Frieder Mayer;https://www.museumfuernaturkunde.berlin/de/forschung/neotropische-fledermaeuse-fragmentierten-habitaten
DCOLL;DCOLL schafft eine nachhaltige Forschungsinfrastruktur, mit der die Digitalisierung und Nutzung naturkundlicher Sammlungen in Deutschland auf ein bisher nie dagewesenes Niveau gebracht wird.;FB2 Zukunft der Sammlung, Forschungsinfrastruktur, Sammlungsmanagement, Datenbank, Wissenschaftsdatenmanagement, Sammlung, Digitalisierung;Dr. Frederik Berger;https://www.museumfuernaturkunde.berlin/de/forschung/dcoll
Weichtiere;Die Sammlung der Mollusken ist mit rund 7 Millionen Sammlungsstücken eine der umfangreichsten im Museum für Naturkunde.;FB2 Zukunft der Sammlung, Sammlung;Dr. Thomas von Rintelen, Christine Zorn;https://www.museumfuernaturkunde.berlin/de/forschung/weichtiere
Kustoden der Mollusken-Sammlung;"Kuratoren von damals bis heute
Seit der Gründung des Museums im Jahre 1810 engagierten sich einige Kustoden enthusiastisch für die Pflege und Organisation der Mollusken-Sammlung und schenkten ihr einen großen Teil ihrer Lebenszeit.
Der erste nennenswerte Kurator der Sammlung für Malakozoologie war von 1838 bis 1849 der Zoologe Franz Hermann Troschel (1810-1882). Besonders seine wissenschaftlichen Arbeiten zum Gebiss der Schnecke (Radula) werden noch heute hoch geschätzt.";;;https://www.museumfuernaturkunde.berlin/de/forschung/kustoden-der-mollusken-sammlung
Nimba-Projekt;Die Nimbaberge sind einer der artenreichsten Orte in Westafrika. Forschende möchten die dort lebenden Amphibien besser verstehen und schützen.;FB1 Dynamik der Natur, Evolutionäre Diversitätsdynamik, FB2 Zukunft der Sammlung, Forschung, Amphibien, Artenschutz, Biodiversität;PD Dr. Mark-Oliver Rödel, Dr. Laura Sandberger-Loua;https://www.museumfuernaturkunde.berlin/de/forschung/nimba-projekt
Familien Fliegen;Familien der Fliegen;;;https://www.museumfuernaturkunde.berlin/de/forschung/familien-fliegen
BHL – Biodiversity Heritage Library;Das Museum für Naturkunde Berlin hat 2009-2012 das Projekt „BHL Europe“ koordiniert und ist seit 2018 festes Mitglied im BHL-Konsortium.;FB2 Zukunft der Sammlung, Forschungsinfrastruktur, Transfer, Öffnung des Museums, Datenbank, Wissenschaftsdatenmanagement, Wissenschaftskommunikation, Digitalisierung;Elisa Herrmann;https://www.museumfuernaturkunde.berlin/de/forschung/bhl-biodiversity-heritage-library
BHL-Europe - Biodiversity Heritage Library for Europe;"Das Projekt ""Biodiversity Heritage Library"" (BHL) digitalisiert seit 2007 die Bestände der amerikanischen und englischen Partnerbibliotheken und stellt die Digitalisate offen ins Netz.";FB2 Zukunft der Sammlung, Forschungsinfrastruktur, Transfer, Öffnung des Museums, Datenbank, Wissenschaftsdatenmanagement, Wissenschaftskommunikation, Digitalisierung;;https://www.museumfuernaturkunde.berlin/de/forschung/bhl-europe-biodiversity-heritage-library-europe
Spinnentiere und Tausendfüßer;Die Sammlung der Spinnentiere und Tausendfüßer des Museums für Naturkunde Berlin ist wegen ihrer Größe und historischen Bedeutung einzigartig in Europa.;FB2 Zukunft der Sammlung, Sammlung;Dr. Jason Dunlop, Anja Friederichs;https://www.museumfuernaturkunde.berlin/de/forschung/spinnentiere-und-tausendfuesser
Schmetterlinge und Köcherfliegen;Eine der buntesten Insektensammlungen im Museum für Naturkunde Berlin ist die Sammlung der Schmetterlinge und Köcherfliegen. An über 4 Milionen Objekten zeigt sich die Vielfalt dieser Tiergruppen.;FB2 Zukunft der Sammlung, Sammlung;Dr. Théo Léger, Théo Léger, Dr. Wolfram Mey, Viola Richter;https://www.museumfuernaturkunde.berlin/de/forschung/schmetterlinge-und-koecherfliegen
Hautflügler und Netzflügler;Die Hautflügler und Netzflügler gehören neben den Käfern, Schmetterlingen und Zweiflüglern zu den vier artenreichsten Insektenordnungen überhaupt.;FB2 Zukunft der Sammlung, Sammlung;Dr. Bonnie Blaimer, Stefanie Krause, Prof. Dr. Michael Ohl;https://www.museumfuernaturkunde.berlin/de/forschung/hautfluegler-und-netzfluegler
Fossile Säugetiere;Die Sammlung Fossile Mammalia des Museums für Naturkunde Berlin enthält zurzeit etwa 80.000 Makroobjekte und rund 1.000.000 fossile Kleinsäugerreste. Es sind darunter 41 Typen und mehr als 1.500 Originale.;FB2 Zukunft der Sammlung, Sammlung, Fossilien;Andreas Abele-Rassuly, Dr. David Ware;https://www.museumfuernaturkunde.berlin/de/forschung/fossile-saeugetiere
Rezente Pflanzen;Der Artikel beschreibt die Sammlung renzenter Pflanzen des Museums für Naturkunde Berlin. Besonders wird auf die Geschichte und Forschung eingegangen.;FB2 Zukunft der Sammlung, Sammlung, Fossilien;Dr. Ludwig Luthardt, Angelika Haufe;https://www.museumfuernaturkunde.berlin/de/forschung/rezente-pflanzen
Wurmartige Tiere;"Insgesamt 100.000 Objekte versammeln sich in der Sammlung der wurmartigen Tiere - ""Vermes"" im Museum für Naturkunde.";FB2 Zukunft der Sammlung, Sammlung;Kristine Kämpf, Dr. Birger Neuhaus, Antje Schwiering;https://www.museumfuernaturkunde.berlin/de/forschung/wurmartige-tiere
Fossile Fische und Amphibien;Die Sammlung der fossilen Fische und Amphibien des Museums für Naturkunde Berlin ist aufgrund ihrer Historie weltweit einzigartig. Dieser Artikel greift Geschichte und Highlights der Sammlung auf und informiert über Forschung und Digitalisierung.;FB2 Zukunft der Sammlung, Sammlung, Fossilien;Andreas Abele-Rassuly, Dr. David Ware;https://www.museumfuernaturkunde.berlin/de/forschung/fossile-fische-und-amphibien
Fossile Vögel;Die Sammlung fossiler Vögel des Museums für Naturkunde Berlins umfasst Skelettreste vom oberen Jura bis zum Pleistozän. Insgesamt liegen etwa 3000 Skelettreste mit etwa 11 Typen und 250 Originale vor.;FB2 Zukunft der Sammlung, Sammlung, Fossilien;Andreas Abele-Rassuly, Dr. David Ware, Dr. Daniela Schwarz;https://www.museumfuernaturkunde.berlin/de/forschung/fossile-voegel
Fossile Reptilien und Fährten;Die Sammlung fossiler Reptilien des Museums für Naturkunde Berlins umfasst Fundstück von Dinosauriern, Flugsauriern, Krokodilverwandten, Schildkröten, Eidechsen- und Schlangenverwandten, Meeresreptilien und ursprünglicheren Reptilien. Mehr als 18.000 Objekte bilden die Sammlung.;FB2 Zukunft der Sammlung, Sammlung, Fossilien;Andreas Abele-Rassuly, Dr. David Ware, Dr. Daniela Schwarz;https://www.museumfuernaturkunde.berlin/de/forschung/fossile-reptilien-und-faehrten
Bibliotheksordnung;bibliotheksordnung2016.pdf;;;https://www.museumfuernaturkunde.berlin/de/forschung/bibliotheksordnung
Embryologische Sammlung;600 Wirbeltierarten in mehr als 3.000 Gläsern Alkohol sowie rund 80.000 histologische Präparate von Wirbeltierentwicklungsstadien und Reproduktionsorganen mit zugehörigem Archivmaterial bilden diese Sammlung.;FB2 Zukunft der Sammlung, Sammlung;Dr. Peter Giere;https://www.museumfuernaturkunde.berlin/de/forschung/embryologische-sammlung
Fossile Pflanzen;In diesem Artikel wird die paläobotanische Sammlung des Museums für Naturkunde Berlin beschrieben. Er geht näher auf die Sammlungsgeschichte, Highlights und die Forschung an der Sammlung ein.;FB2 Zukunft der Sammlung, Sammlung, Fossilien;Dr. Ludwig Luthardt, Catrin Puffert, Dr. Stephan Schultka;https://www.museumfuernaturkunde.berlin/de/forschung/fossile-pflanzen
Hemimetabola;"In der Kustodie ""Hemimetabola"" werden Wanzen, Zikaden, Heuschrecken, Libellen und einige andere Insektengruppen verwaltet.";FB2 Zukunft der Sammlung, Sammlung;Dr. Jürgen Deckert, Birgit Jaenicke;https://www.museumfuernaturkunde.berlin/de/forschung/hemimetabola
Fliegen, Mücken und Flöhe;Die Sammlung der Fliegen und Flöhe im Museum für Naturkunde Berlin entstand zu Beginn des 19. Jh. und wird bis heute mit neuem Material erweitert.;FB2 Zukunft der Sammlung, Sammlung;Sven Marotzke, Jenny Pohl;https://www.museumfuernaturkunde.berlin/de/forschung/fliegen-muecken-und-floehe
Tierstimmenarchiv;Das Tierstimmenarchiv des Museums für Naturkunde Berlin ist weltweit eine der ältesten und umfangreichsten Sammlungen von Tierstimmen. Es umfasst ca. 120.000 Tonaufnahmen.;FB2 Zukunft der Sammlung, Sammlung;Dr. rer. nat. Karl-Heinz Frommolt, Dr. rer. nat. Karl-Heinz Frommolt, Andreas Gnensch;https://www.museumfuernaturkunde.berlin/de/forschung/tierstimmenarchiv
Käfer und Fächerflügler;Die Käfersammlung des Museum für Naturkunde Berlin gehört zu den größten der Welt und ist die umfangreichste, typenreichste und bedeutendste Sammlung ihrer Art in Deutschland.;FB2 Zukunft der Sammlung, Sammlung;Joachim Willers;https://www.museumfuernaturkunde.berlin/de/forschung/kaefer-und-faecherfluegler
Säugetiere;Die Säugetiersammlung umfasst rund 150 000 Objekte und mehr als 2 000 Typus-Exemplare und ist eine der weltweit größten Sammlungen rezenter Säugetiere.;FB2 Zukunft der Sammlung, Säugetiere, Sammlung;Christiane Funk, PD Dr. Frieder Mayer, Detlef Willborn;https://www.museumfuernaturkunde.berlin/de/forschung/saeugetiere
DNA- und Gewebesammlung;Am Museum für Naturkunde wird seit über 30 Jahren molekulargenetisch geforscht und es sind mittlerweile mehr als 30 000 DNA-Proben quer durch das Tierreich im Bestand.;FB2 Zukunft der Sammlung, Genomik, Sammlung;Dr. Jörg Plötner;https://www.museumfuernaturkunde.berlin/de/forschung/dna-und-gewebesammlung
Bibliothek;Die Bibliothek des Museums für Naturkunde Berlin ist eine Fundgrube für wissenschaftsgeschichtliche Kostbarkeiten und stellt selbst eine Sammlung der Literatur dar.;FB2 Zukunft der Sammlung, Forschungsinfrastruktur, Datenbank, Wissenschaftskommunikation, Sammlung;Dipl.-Bibl. Martina Rißberger, Vivien Bauer, Stefanie Paß, Elisa Herrmann;https://www.museumfuernaturkunde.berlin/de/forschung/bibliothek
Mineralien;Die Mineraliensammlung des Museums für Naturkunde Berlin ist aufgrund ihrer Historie und Anzahl von Objekten europaweit bedeutend. Dieser Artikel greift Geschichte und Highlights der Sammlung auf und informiert über Forschung, Digitalisierung und Bibliothek.;FB2 Zukunft der Sammlung, Sammlung;Dr. Ralf-Thomas Schmitt;https://www.museumfuernaturkunde.berlin/de/forschung/mineralien
Meteorite;Die Meteoritensammlung des Museums für Naturkunde Berlin ist aufgrund ihrer Historie und Anzahl von Objekten weltweit bedeutend. Dieser Artikel greift Geschichte und Highlights der Sammlung auf und informiert über Forschung, Digitalisierung und Bibliothek.;FB2 Zukunft der Sammlung, Sammlung;Dr. Ansgar Greshake;https://www.museumfuernaturkunde.berlin/de/forschung/meteorite
Wissenschaftliche Zeitschriften;Das Museum fungiert als Herausgeber von drei Open-Access-Zeitschriften: Fossil Record, Deutsche Entomologische Zeitschrift und Zoosystematics and Evolution;FB2 Zukunft der Sammlung, Transfer, Öffnung des Museums, Wissenstransfer, Wissenschaftskommunikation;;https://www.museumfuernaturkunde.berlin/de/forschung/wissenschaftliche-zeitschriften
Diptera - Typenkataloge;Für einige Dipteren-Familien sind Typenkataloge erstellt worden, für andere sind sie in Arbeit. Liste der vorhandenen Typenkataloge.;;;https://www.museumfuernaturkunde.berlin/de/forschung/diptera-typenkataloge
Krebstiere (Crustacea);Die Sammlung der Krebse (Crustacea) umfasst über 36.500 Objekte mit einer Schätzung von 1 Million Individuen.;FB2 Zukunft der Sammlung, Sammlung;Dr. Kristina von Rintelen, Kristine Kämpf, Antje Schwiering;https://www.museumfuernaturkunde.berlin/de/forschung/krebstiere-crustacea
Reptilien und Amphibien;Die herpetologische Sammlung umfasst ca. 160.000 Amphibien und Reptilien, von denen die ältesten über 280 Jahre alt sind.;FB2 Zukunft der Sammlung, Sammlung;Dr. Mark-Oliver Rödel, Frank Tillack;https://www.museumfuernaturkunde.berlin/de/forschung/reptilien-und-amphibien
Fische;"Die Fische (Pisces) sind eine sehr vielfältige Gruppierung von primär im Wasser lebenden Wirbeltieren. Die Ichthyologische Sammlung umfasst etwa 133.490 Objekte und enthält etwa 50 % der über 29.000 nominellen Arten. Unter den Exemplaren sind 1.100 Fischskelette, 1.750 Trockenpräparate und Fischhäute und 130.640 in Alkohol konservierte Fische.
Die Sammlung ist von mittlerer Größe, aber durch die Fülle historischer Belege weltweiter Herkunft ist sie in Deutschland einzigartig und weltweit für taxonomische und biogeographische Recherchen bedeutend.";FB2 Zukunft der Sammlung, Sammlung;Dr. Peter Bartsch, Edda Aßel;https://www.museumfuernaturkunde.berlin/de/forschung/fische
Vögel;Die Vogelsammlung am Museum für Naturkunde Berlin ist die größte ihrer Art in Deutschland und kann zu den bedeutendsten Vogelsammlungen weltweit gezählt werden.;FB2 Zukunft der Sammlung, Sammlung;Dr. Sylke Frahnert, Pascal Eckhoff;https://www.museumfuernaturkunde.berlin/de/forschung/voegel
SYNTHESYS+;Das EU-Projekt ermöglicht, erleichtert und erweitert den wissenschaftlichen Zugang (physisch & virtuell) zu naturwissenschaftlichen Sammlungen für Forschende und Institutionen.;FB2 Zukunft der Sammlung, Forschung, Forschungsinfrastruktur, Transfer, Sammlungsmanagement, Wissenstransfer, Sammlung, Kooperation;Dr. Daniel Mulcahy, Dr. Frederik Berger, Jens Dobberthin, Dr. Peter Giere, Dr. Christoph Häuser, Mario Lasseck, Dr. Mareike Petersen, Dr. Christiane Quaisser, Bernhard Schurian, Dr. Thomas von Rintelen, Maraike Willsch;https://www.museumfuernaturkunde.berlin/de/forschung/synthesys
Petrographisch-lagerstättenkundliche Sammlung;Die Petrographisch-lagerstättenkundliche Sammlung des Museums für Naturkunde Berlin ist aufgrund ihrer Historie ein wichtiger Wissensspeicher. Dieser Artikel greift Geschichte und Highlights der Sammlung auf und informiert über Forschung, Digitalisierung und Bibliothek.;FB2 Zukunft der Sammlung, Sammlung, Geowissenschaften;Uwe Reimold;https://www.museumfuernaturkunde.berlin/de/forschung/petrographisch-lagerstaettenkundliche-sammlung
Datenmanagementinfrastruktur;Als integriertes Forschungsmuseum verantwortet und unterstützt das Museum eine Vielzahl unterschiedlicher Services für den Zugang zu Wissenschaftsdaten.;FB2 Zukunft der Sammlung, Forschungsinfrastruktur, Datenbank, Wissenschaftsdatenmanagement, Digitalisierung;;https://www.museumfuernaturkunde.berlin/de/forschung/datenmanagementinfrastruktur
